ID,Country,Region,City,Chinese Name
2829,-,-,-,
2830,India,Madhya Pradesh,Jabalpur,加巴浦(捷布坡)
2831,India,Madhya Pradesh,Ujjain,烏佳因
2832,-,-,-,
2833,India,Madhya Pradesh,Bhopal,波帕爾
2834,-,-,-,
2835,India,West Bengal,Asansol,阿散索
2836,-,-,-,
2837,India,Gujarat,Palanpur,帕蘭浦
2838,India,Jharkhand,Deoghar,第奧加
2839,India,Madhya Pradesh,Rewa,雷瓦
2840,India,Bihar,Gaya,加雅
2841,India,Bihar,Bihar Sharif,Not Found
2842,India,Rajasthan,Kota,科塔科塔
2843,India,Bihar,Bhagalpur,巴加浦
2844,India,Bihar,Begusarai,貝古沙來
2845,India,Uttar Pradesh,Allahabad,阿拉哈巴德
2846,India,Bihar,Arrah,阿拉
2847,India,Bihar,Purnia,普尼亞
2848,India,Rajasthan,Jodhpur,久德浦
2849,India,Rajasthan,Ajmer,亞日米爾(阿查亞魯)
2850,India,Uttar Pradesh,Lucknow,勒克瑙
2851,India,Uttar Pradesh,Aligarh,Not Found
2852,India,Uttar Pradesh,Bareilly,巴勒里
2853,-,-,-,
2854,India,Haryana,Faridabad,法里達巴德
2855,India,Uttar Pradesh,Muzaffarnagar,木札法納加
2856,India,Punjab,Amritsar,阿木里查
2857,Mexico,Puebla,Puebla,阿科瑟鎮
2858,-,-,-,
2859,Turkmenistan,Daşoguz,Dashoguz,Not Found
2860,-,-,-,
2861,Turkmenistan,Mary,Merv,馬利(莫夫)
2862,Nigeria,Bayelsa,Yenagoa,Not Found
2863,-,-,-,
2864,-,-,-,
2865,-,-,-,
2866,Australia,Queensland,Charleville,查理維
2867,-,-,-,
2868,Tajikistan,Sughd Province,Khujand,Not Found
2869,Australia,Queensland,Cunnamulla,昆納木拉
2870,Israel,Haifa District,Or Akiva,Not Found
2871,Ukraine,Kirovohrad Oblast,Kirovohrad,克羅匹夫尼茨基(基羅沃格勒)
2872,Russian Federation,Kaluga Oblast,Kaluga,卡路加
2873,Uzbekistan,Navoiy province,Navoiy,納沃伊州
2874,Grenada,-,-,
2875,Barbados,-,-,
2876,Brazil,Minas Gerais,Montalvânia,Not Found
2877,Brazil,Minas Gerais,Contagem,康塔根
2878,Brazil,Minas Gerais,Uberaba,烏貝拉巴
2879,Brazil,Minas Gerais,Governador Valadares,瓦拉德雷斯總督鎮
2880,Brazil,Minas Gerais,Teófilo Otoni,特歐非洛歐托尼
2881,Brazil,Minas Gerais,Vespasiano,Not Found
2882,Brazil,Minas Gerais,Santa Rita do Sapucaí,Not Found
2883,Brazil,Minas Gerais,Poços de Caldas,Not Found
2884,Brazil,Minas Gerais,Ipatinga,Not Found
2885,Brazil,Minas Gerais,Lajinha,拉日涅
2886,Brazil,Minas Gerais,Montes Claros,蒙特斯克拉羅斯
2887,Brazil,Minas Gerais,Betim,貝廷
2888,Brazil,Minas Gerais,Ponte Nova,朋提諾瓦
2889,Brazil,Minas Gerais,Belo Horizonte,貝羅奧利松提
2890,Brazil,Minas Gerais,Santa Luzia,聖路吉亞
2891,Brazil,Minas Gerais,Sete Lagoas,塞提拉瓜斯
2892,Brazil,Minas Gerais,Divinópolis,迪維諾波利斯
2893,Brazil,Minas Gerais,Patos de Minas,Not Found
2894,Brazil,Minas Gerais,Barbacena,巴巴塞納
2895,Brazil,Minas Gerais,Ibertioga,Not Found
2896,Brazil,Minas Gerais,Uberlandia,烏柏蘭迪亞
2897,Poland,Lower Silesian Voivodeship,Jelenia Góra,耶列尼亞古拉
2898,France,Martinique,Fort-de-France,法蘭西堡
2899,France,Réunion,Saint-Denis,聖丹尼
2900,Israel,Center District,Modiin-Maccabim-Reut,Not Found
2901,Uzbekistan,Andijan Province,Andijan,安集延(安第札)
2902,Sri Lanka,Southern Province,Hambantota,漢班托塔
2903,Jamaica,-,-,
2904,Cameroon,Northwest,Kumbo,昆波
2905,Cameroon,Northwest,Bamenda,巴門達
2906,Argentina,Buenos Aires,La Plata,布拉塔
2907,Australia,Queensland,Gladstone,格拉斯通
2908,Australia,Queensland,Winton,文頓
2909,Australia,Queensland,Mount Isa,蒙愛沙
2910,Australia,Queensland,Cloncurry,克倫刻里
2911,Australia,Queensland,Normanton,諾曼頓
2912,Japan,Saitama,Hannō,飯能
2913,Japan,Saitama,Chichibu,秩父
2914,-,-,-,
2915,Australia,Queensland,Cooktown,庫克鎮
2916,Peru,Tacna,Tacna,塔克納
2917,Iraq,Al Anbar,Ramadi,拉馬迪
2918,Bosnia and Herzegovina,-,-,
2919,Iraq,Al-Qadisiyah,Ad Diwaniyah,迪瓦尼耶
2920,Iraq,Kirkuk,Kirkuk,基爾庫克
2921,Iraq,Muthanna,As Samawah,沙馬瓦
2922,Iraq,Dhi Qar,Nasiriyah,納希里耶
2923,Iraq,Babil,Al Hillah,希拉
2924,Iraq,Diyala,Baqubah,貝庫巴
2925,Iran,Fars,Neyriz,內利茲
2926,-,-,-,
2927,Cameroon,North,Garoua,加路亞
2928,Iran,Fars,Sarvestan,Not Found
2929,Iran,Fars,Estahban,艾斯塔赫班
2930,Iran,Fars,Fasa,法沙
2931,Iran,Fars,Darab,達拉布
2932,Spain,Andalusia,Dos Hermanas,[多斯]耶馬納斯
2933,Spain,Andalusia,Seville,Not Found
2934,Canada,Ontario,Waterloo,滑鐵盧
2935,Sudan,an-Nil al-Abyad,Kosti,科斯提
2936,Sudan,Shamal Kurdufan,Al-Ubayyid,Not Found
2937,-,-,-,
2938,Thailand,Sukhothai Province,Sukhothai,素可泰府
2939,Thailand,Tak Province,Tak,塔克
2940,-,-,-,
2941,Mauritania,Nouakchott,Nouakchott,諾克少(奴亞克秀)
2942,The Gambia,Banjul,Banjul,班竹市(巴得斯特)
2943,-,-,-,
2944,-,-,-,
2945,Jamaica,-,-,
2946,-,-,-,
2947,Thailand,Chiang Rai Province,Chiang Rai,清來(景海)
2948,Myanmar,Shan,Tachileik,Not Found
2949,Tajikistan,Khatlon Province,Кӯлоб,Not Found
2950,-,-,-,
2951,Tajikistan,Sughd Province,Istarawshan,Not Found
2952,Iran,Fars,Abadeh,阿巴代
2953,Iran,Kerman,Baft,巴夫特
2954,Iran,Kerman,Bardsir,馬希茲堡(巴德夕爾)
2955,Iran,Kerman,Zarand,札蘭德
2956,Iran,Kerman,Ravar,拉瓦爾
2957,Ecuador,Provincia de Tungurahua,Ambato,安巴托
2958,Ecuador,Provincia de los Ríos,Babahoyo,巴巴荷約
2959,Ecuador,Provincia de Cañar,Azogues,阿索加斯
2960,Ecuador,Provincia del Guayas,Durán,Not Found
2961,Ecuador,Provincia de Esmeraldas,Esmeraldas,艾斯美拉達斯
2962,Ecuador,Provincia del Guayas,Guayaquil,瓜雅基爾
2963,Ecuador,Provincia de Bolívar,Guaranda,瓜蘭達
2964,Ecuador,Provincia de Imbabura,Ibarra,伊巴拉
2965,Ecuador,Provincia de Sucumbíos,Nueva Loja (Lago Agrio),Not Found
2966,Ecuador,Provincia de Cotopaxi,Latacunga,拉塔昆加
2967,-,-,-,
2968,Ecuador,Provincia de Morona Santiago,Macas,Not Found
2969,Ecuador,Provincia del Guayas,Milagro,Not Found
2970,Ecuador,Provincia del Carchi,Mira,米拉
2971,Ecuador,Provincia de Pastaza,Puyo,扶餘
2972,Ecuador,Provincia de los Ríos,Quevedo,Not Found
2973,Ecuador,Provincia del Chimborazo,Riobamba,里約班巴
2974,Ecuador,Provincia de Manabí,Portoviejo,波托維耶荷
2975,Ecuador,Provincia de Orellana,Puerto Francisco de Orellana,Not Found
2976,Ecuador,Santa Elena Province,Santa Elena,聖埃列納
2977,Ecuador,Provincia de Napo,Tena,Not Found
2978,Ecuador,Provincia del Carchi,Tulcán,土爾坎
2979,Ecuador,Provincia de Santo Domingo de los Tsáchilas,Santo Domingo de los Tsachilas,Not Found
2980,-,-,-,
2981,Senegal,-,-,
2982,Senegal,-,-,
2983,Senegal,-,-,
2984,Ukraine,Vinnytsia Oblast,Vinnytsia,文內齊亞(文尼察)
2985,Paraguay,Distrito Capital de Paraguay,Asuncion,亞松森
2986,Dominican Republic,Santiago,Santiago de los Caballeros,Not Found
2987,Dominican Republic,Espaillat,Moca,莫卡
2988,Dominican Republic,La Vega,La Vega,維加
2989,Dominican Republic,San Pedro de Macorís,San Pedro de Macorís,聖佩德羅馬科里斯省
2990,Dominican Republic,La Romana,La Romana,羅馬納
2991,Dominican Republic,La Altagracia,Higüey,伊圭
2992,Dominican Republic,El Seibo,El Seibo,賽波
2993,Dominican Republic,Hato Mayor,Hato Mayor,Not Found
2994,Dominican Republic,María Trinidad Sánchez,Nagua,Not Found
2995,Dominican Republic,Samaná,Samaná,[聖巴巴拉]沙馬納
2996,Dominican Republic,Puerto Plata,Puerto Plata,普拉塔港省
2997,Dominican Republic,Monte Cristi,Monte Cristi,蒙特克利斯提
2998,Dominican Republic,Dajabón,Dajabón,達哈彭
2999,Dominican Republic,Barahona,Barahona,巴拉歐納
3000,Dominican Republic,Azua,Azua,阿蘇瓦
3001,Dominican Republic,Peravia,Baní,巴尼
3002,Dominican Republic,San Cristóbal,San Cristóbal,聖克里斯托巴
3003,Dominican Republic,San José de Ocoa,San José de Ocoa,Not Found
3004,Dominican Republic,Monseñor Nouel,Bonao,波瑙
3005,Philippines,Bohol,Tagbilaran,Not Found
3006,Cameroon,Far-North,Kousséri,Not Found
3007,Congo-Brazzaville,Sangha,Ouésso,Not Found
3008,Central African Republic,Mambéré-Kadéï,Berbérati,柏貝拉提
3009,Greece,-,-,
3010,Pakistan,Punjab,Bahawalpur,巴哈瓦浦
3011,Russian Federation,Sevastopol,Sevastopol,塞凡堡(塞瓦斯托波爾)
3012,Pakistan,Punjab,Lodhran,洛德蘭
3013,Pakistan,Punjab,Vihari,Not Found
3014,Pakistan,Punjab,Khanewal,Not Found
3015,Pakistan,Punjab,Ahmadpur East,Not Found
3016,Pakistan,Punjab,Rahimyar Khan,Not Found
3017,Ukraine,Khmelnytskyi Oblast,Khmelnytskyi,赫梅利尼次基
3018,Pakistan,Punjab,Renala Khurd,Not Found
3019,Pakistan,Punjab,Okara,Not Found
3020,Pakistan,Punjab,Sahiwal,沙希瓦爾
3021,Pakistan,Punjab,Harappa,哈拉帕
3022,-,-,-,
3023,Nigeria,Cross River,Calabar,卡拉巴
3024,Equatorial Guinea,Litoral Province,Bata,巴塔
3025,Russian Federation,Zabaykalsky Krai,Chita,契塔
3026,Sri Lanka,Western Province,Boralesgamuwa,Not Found
3027,-,-,-,
3028,Sri Lanka,Western Province,Raththanapitiya,Not Found
3029,-,-,-,
3030,-,-,-,
3031,-,-,-,
3032,-,-,-,
3033,-,-,-,
3034,Canada,Quebec,Longueuil,隆蓋伊
3035,Thailand,Phuket Province,Phuket,普吉
3036,Ukraine,Zhytomyr Oblast,Zhytomyr,日托米爾
3037,Russian Federation,Autonomous Republic of Crimea,Simferopol,辛費羅波爾
3038,Spain,Extremadura,Mérida,美里達
3039,Spain,Catalonia,Sabadell,沙巴德爾
3040,Tanzania,Morogoro,Morogoro,莫洛哥羅
3041,Italy,Aosta Valley,Aosta,奧斯塔
3042,Dominican Republic,Independencia,Jimaní,希馬尼
3043,Dominican Republic,Valverde,Mao,馬奧
3044,Dominican Republic,San Juan,San Juan de la Maguana,Not Found
3045,Dominican Republic,Elías Piña,Comendador,哥梅斯[爵士]鎮
3046,Dominican Republic,Monte Plata,Monte Plata,Not Found
3047,Dominican Republic,Pedernales,Pedernales,佩德納勒斯
3048,Australia,South Australia,Whyalla,懷亞拉
3049,Russian Federation,Moscow,Zelenograd,Not Found
3050,Zimbabwe,Masvingo Province,Masvingo,維多利亞堡(馬斯溫哥)
3051,-,-,-,
3052,-,-,-,
3053,-,-,-,
3054,-,-,-,
3055,Pakistan,Sindh,Tando Allayhar,Not Found
3056,-,-,-,
3057,Zimbabwe,Midlands Province,Gweru,圭魯(圭洛)
3058,Zimbabwe,Mashonaland East,Marondera,馬蘭德拉斯(馬隆德拉)
3059,Zimbabwe,Manicaland,Mutare,烏母塔利(木塔利)
3060,Pakistan,Balochistan,Chaman,洽曼
3061,Algeria,Tizi Ouzou,Tizi Ouzou,提吉烏祖
3062,Myanmar,Mandalay,Nyaung U,Not Found
3063,Poland,West Pomeranian Voivodeship,Świnoujście,什維諾伊什切
3064,Canada,Ontario,Windsor,溫莎
3065,Russian Federation,Moscow Oblast,Krasnogorsk,克拉斯諾哥[斯克]
3066,Ethiopia,Southern Nations,Arba Minch,阿巴敏奇
3067,Pakistan,Punjab,Jaranwala,Not Found
3068,Poland,Silesian Voivodeship,Bielsko-Biała,比爾斯科畢亞瓦
3069,Poland,Silesian Voivodeship,Rybnik,Not Found
3070,-,-,-,
3071,Poland,Greater Poland Voivodeship,Konin,科寧
3072,Poland,Greater Poland Voivodeship,Piła,皮拉
3073,Poland,Lublin Voivodeship,Chełm,忽母
3074,Poland,Subcarpathian Voivodeship,Przemyśl,普瑟密士
3075,Poland,Lublin Voivodeship,Zamość,札摩希奇
3076,Cape Verde,-,-,
3077,Pakistan,Punjab,Khushab,庫斯哈
3078,Peru,Arequipa,Arequipa,阿雷奎帕
3079,Ukraine,Luhansk Oblast,Luhansk,盧漢斯克(沃羅希洛夫格勒)
3080,Ukraine,Luhansk Oblast,Alchevsk,亞車夫斯克(康木納斯克)
3081,Pakistan,Punjab,Dera Ghazi Khan,德拉加夕坎
3082,Pakistan,Punjab,Muzaffargarh,木札法加
3083,Peru,Puno,Juliaca,胡略卡
3084,Croatia,-,-,
3085,Bosnia and Herzegovina,-,-,
3086,Malaysia,Selangor,Petaling Jaya,Not Found
3087,Malaysia,Johor,Johor Bahru,新山
3088,Brazil,São Paulo,Guaratingueta,瓜拉廷奎塔
3089,Kyrgyzstan,Naryn,Naryn,納倫州
3090,-,-,-,
3091,Kyrgyzstan,Jalal-Abad,Jalal-Abad,加拉拉巴德
3092,Kyrgyzstan,Issyk-Kul,Karakol,卡拉湖
3093,Morocco,-,-,
3094,Congo-Kinshasa,Western Kasai,Ilebo,法朗基港(伊雷波)
3095,Guinea-Bissau,Bissau,Bissau,比紹
3096,Gabon,Haut-Ogooué,Franceville,法蘭西維
3097,Madagascar,-,-,
3098,-,-,-,
3099,Madagascar,-,-,
3100,Madagascar,-,-,
3101,Philippines,-,-,
3102,Philippines,-,-,
3103,Philippines,Cavite,Cavite City,Not Found
3104,Philippines,-,-,
3105,Cape Verde,-,-,
3106,Mexico,Nuevo León,Monterrey,蒙特瑞
3107,Ukraine,Kyiv Oblast,Bila Tserkva,白采爾科瓦
3108,Nigeria,Bauchi,Bauchi,包契
3109,Ukraine,Kherson Oblast,Kherson,赫爾松
3110,Tanzania,Tabora,Tabora,塔波拉
3111,Tanzania,Mwanza,Mwanza,木宛札
3112,Tanzania,Shinyanga,Shinyanga,辛揚加
3113,Russian Federation,Udmurt Republic,Sarapul,沙拉浦
3114,Tanzania,Mbeya,Mbeya,木貝雅
3115,Tanzania,Kilimanjaro,Moshi,莫希
3116,Tanzania,Arusha,Arusha,阿魯夏
3117,Tanzania,Tanga,Tanga,坦加
3118,Spain,Community of Madrid,Alcobendas,阿科班達
3119,United States of America,Washington,Tacoma,塔科馬
3120,Brazil,Rondônia,Porto Velho,舊港
3121,Russian Federation,Moscow Oblast,Pushkino,Not Found
3122,Indonesia,Central Java,Semarang,三寶瓏
3123,North Korea,Hwanghaenam-do,Haeju,Not Found
3124,Congo-Kinshasa,Équateur,Gemena,日美那
3125,Ukraine,Donetsk Oblast,Horlivka,Not Found
3126,-,-,-,
3127,Ukraine,Donetsk Oblast,Zhdanivka,Not Found
3128,Ukraine,Donetsk Oblast,Makiivka,Not Found
3129,Ukraine,Donetsk Oblast,Sloviansk,Not Found
3130,North Korea,Hamgyongnam-do,Hamhung,咸興
3131,North Korea,North Hamgyong,Kimchaek,Not Found
3132,Canada,British Columbia,North Vancouver,北溫哥華
3133,-,-,-,
3134,North Korea,North Hamgyong,Kilju,Not Found
3135,North Korea,Pyongannam-do,평성시 (Phyongsong),Not Found
3136,-,-,-,
3137,North Korea,-,-,
3138,-,-,-,
3139,Canada,British Columbia,Delta,德爾塔
3140,-,-,-,
3141,Russian Federation,Kirov Oblast,Kotelnich,科特尼赤
3142,Cambodia,Stung Treng,Stung Treng,上丁省
3143,Cambodia,Kampong Thom,Kampong Thom,Not Found
3144,Cambodia,Bantey Meanchey,Sisophon,詩梳風
3145,Cambodia,Battambang,Battambang,馬德望
3146,Cambodia,Preah Vihear,Preah Vihear,Not Found
3147,Cambodia,Mondulkiri,Sen Monorom,Not Found
3148,Spain,Rioja,Logroño,洛格洛紐
3149,-,-,-,
3150,-,-,-,
3151,South Korea,Daegu,Daegu,大邱[廣域市]
3152,South Korea,Daejeon,Daejeon,大田[廣域市]
3153,South Korea,Gyeonggi-do,Seongnam,Not Found
3154,South Korea,Gyeongsangbuk-do,Andong,安東
3155,South Korea,Gyeongsangbuk-do,Gyeongju,Not Found
3156,South Korea,Jeollanam-do,목포 (Mokpo),Not Found
3157,South Korea,Gyeongsangnam-do,Changwon,昌原
3158,South Korea,Gyeonggi-do,Ansan,Not Found
3159,-,-,-,
3160,-,-,-,
3161,-,-,-,
3162,Burkina Faso,Upper-Basins,Bobo-Dioulasso,Not Found
3163,Brazil,Espírito Santo,Vila Velha,羅當舊鎮
3164,Cambodia,Otdar Meanchey,Anlong Veng,安儂范
3165,-,-,-,
3166,Canada,Ontario,Paris,巴黎
3167,South Korea,Gyeonggi-do,Suwon,水原
3168,Cambodia,Siem Reap,Siem Reap,暹粒省
3169,Thailand,Udon Thani Province,Udon Thani,烏隆
3170,Thailand,Ubon Ratchathani Province,Ubon Ratchathani,烏汶[拉差拉尼]府
3171,Yemen,Sanʿaʾ,Sana'a,沙那
3172,Ukraine,Zaporizhia Oblast,Berdiansk,別爾江斯克
3173,Peru,Ica,Ica,伊卡
3174,Peru,Arequipa,Mollendo,莫延多
3175,Tanzania,Morogoro,Kilosa,基羅沙
3176,Tanzania,Ruvuma,Songea,松蓋亞
3177,Tanzania,Mtwara,Mtwara,木特瓦拉
3178,Germany,North Rhine-Westphalia,Witten,維滕
3179,-,-,-,
3180,France,-,-,
3181,Lebanon,Qada al Batroun,Tripoli,的黎玻里
3182,Namibia,Erongo Region,Omaruru,奧馬路路河
3183,Philippines,Cebu,Cebu City,宿霧(宿務)市
3184,Cambodia,Preah Sihanouk,Sihanoukville,磅遜(西哈努克市)
3185,Spain,Castile-La Mancha,Guadalajara,瓜達拉哈拉
3186,Namibia,Kunene Region,Outjo,奧喬
3187,Fiji,-,-,
3188,-,-,-,
3189,Mozambique,Sofala,Beira,貝拉
3190,Mozambique,Zambézia,Quelimane,奎利馬內
3191,Tanzania,Mara,Musoma,木索馬
3192,Brazil,Goiás,Anápolis,阿納波利斯
3193,Brazil,São Paulo,Ribeirão Preto,里貝朗普雷圖
3194,Cuba,Matanzas,Matanzas,馬坦薩斯
3195,Cuba,Villa Clara,Sagua la Grande,大沙瓜
3196,Cuba,Matanzas,Colón,科隆
3197,Cuba,Villa Clara,Caibarién,開巴連
3198,Cuba,Villa Clara,Placetas,普拉瑟塔斯
3199,Cuba,Cienfuegos,Cienfuegos,西恩非哥斯
3200,Cuba,Sancti Spiritus,Sancti Spiritus,聖斯匹里圖斯省
3201,Cuba,Isle of Youth,Nueva Gerona,Not Found
3202,Cuba,Camagüey,Camagüey,卡馬圭
3203,Cuba,Camagüey,Vertientes,維爾田特斯
3204,Cuba,Holguín,Holguín,歐爾根
3205,Cuba,Guantánamo,Guantánamo,關達納摩
3206,Cuba,Santiago de Cuba,Santiago de Cuba,聖地牙哥古巴省
3207,Italy,Emilia-Romagna,Ferrara,非拉拉
3208,Russian Federation,Tula Oblast,Belyov,Not Found
3209,Canada,Ontario,Kitchener,基欽納
3210,Indonesia,Central Java,Surakarta,梭羅(蘇拉加達)
3211,Portugal,-,-,
3212,Canada,Quebec,Rimouski,希木斯基
3213,Spain,Región de Murcia,Cartagena,卡塔赫納
3214,Spain,Región de Murcia,Murcia,莫夕亞
3215,Libya,Sabha,Sabha,塞布哈
3216,Libya,Misrata,Misrata,Not Found
3217,United Arab Emirates,Abu Dhabi,Abu Dhabi,阿布達比(阿布薩比)
3218,Botswana,North-West District,Maun,Not Found
3219,Botswana,Ghanzi District,Ghanzi,Not Found
3220,-,-,-,
3221,South Africa,Gauteng,Johannesburg,約翰尼斯堡
3222,-,-,-,
3223,Tanzania,Rukwa,Sumbawanga,Not Found
3224,Malawi,Northern,Mzuzu,木祖祖
3225,East Timor,Dili,Dili,迪利
3226,Indonesia,East Nusa Tenggara,Kupang,庫旁(古邦)
3227,United Arab Emirates,Ras al-Khaimah,Ras al-Khaimah,Not Found
3228,United Arab Emirates,Fujairah,Fujairah,Not Found
3229,United Arab Emirates,Ajman,Ajman,阿治曼
3230,South Africa,Gauteng,Randburg,Not Found
3231,South Africa,Eastern Cape,Mthatha,Not Found
3232,Japan,Hokkaido,Obihiro,帶廣
3233,Algeria,El Oued,El Oued,Not Found
3234,Algeria,Ouargla,Touggourt,土古赫
3235,Japan,Hokkaido,Muroran,室蘭
3236,Japan,Hokkaido,Tomakomai,苫小牧
3237,Yemen,Ta'izz Governorate,Ta'izz,Not Found
3238,Yemen,‘Adan Governorate,Aden,亞丁
3239,Japan,Tokushima Prefecture,Tokushima,德島
3240,Pakistan,Punjab,Attock,阿托克（坎貝爾浦）
3241,Eritrea,Maekel Region,Asmara,阿斯瑪拉
3242,Central African Republic,Haute-Kotto,Bria,布希亞
3243,Central African Republic,Ouaka,Ippy,Not Found
3244,North Korea,Chagang,Kanggye,江界
3245,North Korea,Pyongannam-do,Sunch'on,順川
3246,Indonesia,West Java,Bandung,萬隆
3247,Venezuela,Nueva Esparta,Porlamar,波拉馬
3248,Bangladesh,Sylhet Division,Sylhet,夕列特
3249,-,-,-,
3250,Algeria,Laghouat,Laghouat,拉格瓦特
3251,-,-,-,
3252,-,-,-,
3253,-,-,-,
3254,-,-,-,
3255,-,-,-,
3256,-,-,-,
3257,-,-,-,
3258,-,-,-,
3259,-,-,-,
3260,-,-,-,
3261,-,-,-,
3262,-,-,-,
3263,-,-,-,
3264,-,-,-,
3265,-,-,-,
3266,-,-,-,
3267,-,-,-,
3268,-,-,-,
3269,-,-,-,
3270,-,-,-,
3271,-,-,-,
3272,-,-,-,
3273,-,-,-,
3274,-,-,-,
3275,-,-,-,
3276,-,-,-,
3277,-,-,-,
3278,-,-,-,
3279,-,-,-,
3280,-,-,-,
3281,-,-,-,
3282,-,-,-,
3283,-,-,-,
3284,-,-,-,
3285,-,-,-,
3286,-,-,-,
3287,-,-,-,
3288,Malawi,Southern,Limbe,Not Found
3289,Indonesia,East Nusa Tenggara,Ende,恩德
3290,Brazil,São Paulo,Mogi Guaçu,Not Found
3291,Romania,Brașov,Brasov,布拉索夫
3292,Japan,Tokyo,Tokyo,東京
3293,Ukraine,Cherkasy Oblast,Cherkasy,車卡夕
3294,Ukraine,Sumy Oblast,Sumy,蘇梅
3295,-,-,-,
3296,Ukraine,Poltava Oblast,Kremenchuk,Not Found
3297,Ukraine,Dnipropetrovsk Oblast,Nikopol,尼科波爾
3298,Ukraine,Dnipropetrovsk Oblast,Pavlohrad,帕夫洛赫拉德(帕夫洛格拉德)
3299,Moldova,-,-,
3300,-,-,-,
3301,Iran,Razavi Khorasan,Quchan,庫昌
3302,Malawi,Southern,Zomba,松巴
3303,-,-,-,
3304,-,-,-,
3305,Brazil,Federal District,Gama,加馬島
3306,-,-,-,
3307,Brazil,Goiás,Valparaíso de Goiás,Not Found
3308,Portugal,-,-,
3309,Moldova,-,-,
3310,Mexico,South Lower California,La Paz,巴斯
3311,Italy,Marche,Pesaro,佩沙洛
3312,Colombia,Bolívar,Cartagena,卡塔赫納
3313,-,-,-,
3314,Cook Islands,-,-,
3315,Ethiopia,Oromia,Ambo,安波
3316,Spain,Aragon,Zaragoza,沙拉哥薩
3317,China,Anhui,Hefei,Not Found
3318,-,-,-,
3319,Brazil,Espírito Santo,Cachoeiro de Itapemirim,Not Found
3320,Indonesia,North Sumatra,Medan,棉蘭
3321,Indonesia,Aceh,Banda Aceh,庫塔拉加(班達亞齊)
3322,United Kingdom,Northern Ireland,Londonderry,倫敦德里岬
3323,United Kingdom,Northern Ireland,Armagh,亞爾馬
3324,Spain,Andalusia,Algeciras,阿赫西拉斯
3325,Ukraine,Khmelnytskyi Oblast,Kamianets-Podilskyi,Not Found
3326,Peru,Junín,Huancayo,宛卡約
3327,Canada,British Columbia,Whistler,Not Found
3328,Yemen,Ibb Governorate,Ibb,伊布
3329,Mexico,Tlaxcala,Tlaxcala,特拉克斯卡拉州
3330,The Netherlands,North Holland,Amsterdam,阿姆斯特丹
3331,Bangladesh,Chittagong Division,Comilla,庫米拉
3332,Ukraine,Ivano-Frankivsk Oblast,Ivano-Frankivsk,Not Found
3333,Australia,Queensland,Redcliffe,Not Found
3334,Brazil,Espírito Santo,Linhares,林涅雷斯
3335,Brazil,Espírito Santo,Serra,阿瓜佩山
3336,Venezuela,Zulia,Maracaibo,馬拉開波
3337,Venezuela,Mérida,Mérida,美里達
3338,Russian Federation,Murmansk Oblast,Murmansk,莫曼斯克
3339,Philippines,Laguna,San Pablo,聖保羅巴耶薩(貝耶薩)
3340,Peru,Ucayali,Pucallpa,普卡帕
3341,-,-,-,
3342,Indonesia,East Java,Probolinggo,Not Found
3343,-,-,-,
3344,-,-,-,
3345,-,-,-,
3346,-,-,-,
3347,-,-,-,
3348,-,-,-,
3349,-,-,-,
3350,-,-,-,
3351,-,-,-,
3352,-,-,-,
3353,-,-,-,
3354,-,-,-,
3355,-,-,-,
3356,-,-,-,
3357,-,-,-,
3358,-,-,-,
3359,-,-,-,
3360,-,-,-,
3361,-,-,-,
3362,-,-,-,
3363,-,-,-,
3364,Mexico,Querétaro,Querétaro,奎雷塔羅州
3365,Mexico,San Luis Potosi,San Luis Potosi,聖路易波托西州
3366,Mexico,Zacatecas,Zacatecas,沙卡特卡斯州
3367,-,-,-,
3368,Mexico,Guanajuato,Irapuato,伊拉普亞托
3369,Mexico,Guanajuato,Salamanca,沙拉曼卡
3370,Mexico,Guanajuato,Guanajuato,瓜納華托
3371,Mexico,Guanajuato,San Miguel de Allende,Not Found
3372,Mexico,Tabasco,Villahermosa,維雅厄莫沙
3373,Mexico,Campeche,Campeche,坎佩奇
3374,Mexico,Yucatán,Mérida,美里達
3375,Mexico,Quintana Roo,Chetumal,切土馬
3376,Mexico,Chiapas,San Cristóbal de Las Casas,Not Found
3377,Mexico,Chiapas,Tuxtla Gutiérrez,Not Found
3378,Mexico,Oaxaca,Oaxaca,奧薩卡州
